v1,city_id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent
1218,230200,齐齐哈尔市,2019,5.6964445,7.0182939,10.115254,6784,230000,Heilongjiang (province),6.9437265,5.6278057,10.046735,7.1813464,13,7,9,4,4,8,.93788475,.95177293,1.1597707,10.616887,1855595.8,5592973,7.9099998,23.5,68.589996,-4.46,92.089996,4.46,278.05133,1036.6261,.78850222,-1240.1089,4623.3525,15.537022,.33177269
1219,230200,齐齐哈尔市,2020,5.7421842,7.0772409,10.166938,7155,230000,Heilongjiang (province),6.8851991,5.6937294,10.014449,7.1504626,13,7,9,4,4,8,.93703556,.95036805,1.1584138,10.614315,1862163,5610669,,,,,,,296.99918,977.69629,.76700383,,,15.54018,.33189678
1220,230300,鸡西市,2001,4.0389729,4.5619922,9.0136909,102,230000,Heilongjiang (province),4.5197086,4.0180402,8.9793119,4.993156,12,11,28,4,5,19,.9883976,.82945299,1.0611631,9.4758635,764046,2096510,20.09,45.939999,33.970001,1.29,79.910004,-1.29,55.592049,91.808846,.62285137,71.713737,-118.43341,14.555784,.36443707
1221,230300,鸡西市,2002,4.1109533,4.6752324,9.1147919,473,230000,Heilongjiang (province),4.6324239,4.0832586,9.0742846,5.088222,12,11,28,4,5,19,.9870916,.83062518,1.0596792,9.4691334,780155,2106852.8,20.110001,44.400002,35.490002,.02,79.889999,-.02,59.338516,102.76285,.63394189,1.1867703,-2.0552568,14.560706,.37029403
1222,230300,鸡西市,2003,4.1828809,4.7883673,9.215807,844,230000,Heilongjiang (province),4.6330643,4.138576,9.0560102,5.1092257,12,11,28,4,5,19,.9858222,.83175361,1.0582539,9.4699993,759369,2012757.6,21.790001,43.110001,35.099998,1.6799999,78.209999,-1.6799999,62.713455,102.82867,.62116319,105.3586,-172.75217,14.515017,.37727791
1223,230300,鸡西市,2004,4.2546349,4.9011841,9.3165483,1215,230000,Heilongjiang (province),4.7974467,4.2458186,9.2262096,5.2523437,12,11,28,4,5,19,.98460132,.83285868,1.0568894,9.4691086,786331,2032158.4,21.440001,43.52,35.029999,-.34999999,78.550003,.34,69.812889,121.20056,.63451326,-24.434511,41.208191,14.524609,.38694376
1224,230300,鸡西市,2005,4.3259826,5.0130811,9.4164305,1586,230000,Heilongjiang (province),4.9691949,4.3101029,9.3770456,5.3861413,12,11,28,4,5,19,.98342055,.83392102,1.0555897,9.4635563,790705,2044268,23.84,42.630001,33.529999,2.4000001,76.160004,-2.3900001,74.448151,143.91098,.65905637,178.67557,-343.94727,14.53055,.38679126
1225,230300,鸡西市,2006,4.3966694,5.1231985,9.5146408,1957,230000,Heilongjiang (province),5.1153073,4.3571348,9.5052013,5.4995637,12,11,28,4,5,19,.98225993,.83489788,1.0543537,9.460474,842344,2058662.9,22.969999,44.48,32.549999,-.87,77.029999,.87,78.033234,166.55196,.68095684,-67.888916,144.90021,14.537567,.40917045
1226,230300,鸡西市,2007,4.4664016,5.230566,9.6102667,2328,230000,Heilongjiang (province),5.2321405,4.4543824,9.6105289,5.6101899,12,11,28,4,5,19,.981098,.8357442,1.0531831,9.4631357,857160,2070997.1,24.139999,45.220001,30.65,1.17,75.870003,-1.16,86.003021,187.19307,.68519676,100.62353,-217.14395,14.543541,.41388759
1227,230300,鸡西市,2008,4.5347867,5.3341937,9.7023754,2699,230000,Heilongjiang (province),5.34091,4.5335479,9.7117815,5.709734,12,11,28,4,5,19,.97991121,.83641487,1.0520779,9.4637318,867293,2083812,24.620001,42.959999,32.419998,.47999999,75.379997,-.49000001,93.088242,208.70253,.6915471,44.682354,-102.26424,14.549709,.41620502
1228,230300,鸡西市,2009,4.6014009,5.4330964,9.7900314,3070,230000,Heilongjiang (province),5.60812,4.601222,9.9695396,5.9195313,12,11,28,4,5,19,.97867292,.83686388,1.0510412,9.4637556,870642,2097237.3,23.719999,42.419998,33.860001,-.89999998,76.279999,.89999998,99.605965,272.6312,.73241264,-89.645363,245.36807,14.556131,.41513759
1229,230300,鸡西市,2010,4.6658182,5.5263042,9.8723249,3441,230000,Heilongjiang (province),5.650106,4.7020736,9.9908857,5.9776115,12,11,28,4,5,19,.97735268,.8370418,1.050079,9.4662437,928933,2083769,24.219999,41.650002,34.130001,.5,75.779999,-.5,110.17539,284.32159,.72071928,55.087696,-142.1608,14.549689,.44579461
1230,230300,鸡西市,2011,4.727613,5.6132865,9.9487944,3812,230000,Heilongjiang (province),5.8055716,4.7995934,10.128221,6.117229,12,11,28,4,5,19,.97595352,.83695555,1.0491959,9.4612751,923138,2094042.6,23.84,41.049999,35.119999,-.38,76.169998,.38999999,121.46103,332.14499,.73223233,-46.15519,129.53654,14.554607,.44084013
1231,230300,鸡西市,2012,4.7864485,5.6938205,10.019275,4183,230000,Heilongjiang (province),5.8716426,4.8845334,10.189919,6.1883874,12,11,28,4,5,19,.97448629,.8366254,1.0483936,9.4528265,846534,1876146.9,22.379999,41.439999,36.18,-1.46,77.620003,1.45,132.22876,354.83133,.72851652,-193.054,514.50543,14.444731,.4512088
1232,230300,鸡西市,2013,4.8421693,5.7681656,10.084049,4554,230000,Heilongjiang (province),5.8499508,4.9481144,10.151252,6.1905742,12,11,28,4,5,19,.97297478,.83609772,1.0476698,9.4348164,887728,1884984.6,6.7399998,51.110001,42.150002,-15.64,93.260002,15.64,140.90901,347.21729,.71132672,-2203.8169,5430.4785,14.44943,.47094709
1233,230300,鸡西市,2014,4.8948646,5.8370242,10.143826,4925,230000,Heilongjiang (province),5.8525429,4.9583516,10.158226,6.1953793,12,11,28,4,5,19,.97145206,.83543581,1.0470127,9.4252043,890025,1893557.3,18.459999,38.610001,42.93,11.72,81.540001,-11.72,142.35893,348.11847,.70975435,1668.4468,-4079.9485,14.453968,.47002804
1234,230300,鸡西市,2015,4.9448886,5.9013052,10.199487,5296,230000,Heilongjiang (province),5.883728,4.9857812,10.178123,6.2254758,12,11,28,4,5,19,.96994275,.83469409,1.0464107,9.4126081,893157,1909628.4,26.459999,32.73,40.82,8,73.550003,-7.9899998,146.31783,359.14566,.71052742,1170.5426,-2869.5737,14.46242,.46771246
1235,230300,鸡西市,2016,4.992754,5.9619546,10.251942,5667,230000,Heilongjiang (province),5.9381981,5.0046806,10.224696,6.2697787,12,11,28,4,5,19,.96845633,.83390546,1.0458536,9.4087172,898334,1918080.4,24.34,35.32,40.34,-2.1199999,75.660004,2.1099999,149.10945,379.25095,.71778834,-316.11203,800.21948,14.466835,.46835056
1236,230300,鸡西市,2017,5.0390759,6.0198746,10.302053,6038,230000,Heilongjiang (province),6.0000157,4.9802337,10.266714,6.3079958,12,11,28,4,5,19,.96699291,.83308774,1.0453309,9.4338284,896424,1925025.5,25.799999,29.030001,45.169998,1.46,74.199997,-1.46,145.50838,403.43515,.73493016,212.44223,-589.01532,14.470449,.46566865
1237,230300,鸡西市,2018,5.0844994,6.0759091,10.350613,6409,230000,Heilongjiang (province),6.0166826,4.9985313,10.273657,6.3250952,12,11,28,4,5,19,.96555114,.8322556,1.0448309,9.4649525,899133,1932510.1,25.23,28.66,46.110001,-.56999999,74.769997,.56999999,148.19536,410.21548,.73461235,-84.471352,233.82283,14.47433,.46526691
1238,230300,鸡西市,2019,5.1295223,6.1308513,10.398325,6780,230000,Heilongjiang (province),6.0513525,5.063447,10.327998,6.3678813,12,11,28,4,5,19,.96413106,.83142406,1.0443479,9.4772282,899756,1939385.4,8.3100004,35.549999,56.139999,-16.92,91.690002,16.92,158.13467,424.68704,.72867399,-2675.6387,7185.7046,14.477881,.46393874
1239,230300,鸡西市,2020,5.1744275,6.1853466,10.445702,7151,230000,Heilongjiang (province),6.0066466,5.1273403,10.31137,6.353826,12,11,28,4,5,19,.96272779,.8305999,1.0438759,9.4345303,910402.63,1945453.1,,,,,,,168.56818,406.11917,.70667845,,,14.481006,.46796432
1240,230400,鹤岗市,2001,3.3624897,4.0801506,9.0707026,100,230000,Heilongjiang (province),3.9855726,3.3341641,8.9852114,4.4051452,13,13,46,4,6,29,.99464917,.74184543,.88343,8.9922266,346555.5,1212407.5,28.360001,43,28.639999,1.66,71.639999,-1.5599999,28.054924,53.816093,.65732777,46.571175,-83.953102,14.008119,.28584078
1241,230400,鹤岗市,2002,3.4357009,4.186286,9.1652431,471,230000,Heilongjiang (province),4.1029191,3.40712,9.0880184,4.5075011,13,13,46,4,6,29,.99255526,.74375653,.88561952,8.9936409,371028.09,1219846.4,29.030001,40.75,30.23,.67000002,70.980003,-.66000003,30.178205,60.516685,.6672557,20.219398,-39.941013,14.014235,.3041597
1242,230400,鹤岗市,2003,3.5088413,4.2921853,9.2595692,842,230000,Heilongjiang (province),4.1869621,3.4621294,9.1438236,4.5819764,13,13,46,4,6,29,.99050349,.7455653,.88772422,8.9914122,561554.63,1139002.6,31.379999,40.209999,28.4,2.3499999,68.610001,-2.3699999,31.884798,65.822525,.67367035,74.929276,-155.99937,13.945663,.49302313
1243,230400,鹤岗市,2004,3.5817688,4.3974032,9.3532743,1213,230000,Heilongjiang (province),4.3422999,3.5815651,9.3115854,4.7257395,13,13,46,4,6,29,.98848265,.74725115,.88974351,8.9805012,595559.13,1146829,28.6,43.68,27.719999,-2.78,71.400002,2.79,35.929733,76.884163,.68151325,-99.884659,214.50681,13.952511,.51930946
1244,230400,鹤岗市,2005,3.6542239,4.5012321,9.4456635,1584,230000,Heilongjiang (province),4.4889073,3.6407752,9.4368353,4.8453321,13,13,46,4,6,29,.9864735,.74877548,.89167279,8.9772215,601346.19,1156595.5,28.98,45.34,25.67,.38,71.010002,-.38999999,38.121376,89.024117,.70017517,14.486123,-34.719402,13.960991,.5199278
1245,230400,鹤岗市,2006,3.7259474,4.6028256,9.5359354,1955,230000,Heilongjiang (province),4.6013761,3.6918335,9.5319786,4.9397812,13,13,46,4,6,29,.98445833,.75009573,.89350969,8.9752703,644284.19,1163233.8,31.290001,42.459999,26.24,2.3099999,68.699997,-2.3099999,40.118336,99.621307,.71290654,92.673355,-230.12521,13.966715,.55387336
1246,230400,鹤岗市,2007,3.7966461,4.7013083,9.6232672,2326,230000,Heilongjiang (province),4.6895361,3.7789035,9.609561,5.0276284,13,13,46,4,6,29,.98242521,.75117892,.8952539,8.9744368,658990.5,1170288.3,33.790001,40.119999,26.09,2.5,66.209999,-2.49,43.768024,108.8027,.71312958,109.42006,-270.9187,13.97276,.56310099
1247,230400,鹤岗市,2008,3.8659415,4.7957993,9.7068281,2697,230000,Heilongjiang (province),4.8379021,3.8486156,9.7474566,5.1540565,13,13,46,4,6,29,.98036087,.7519933,.89690471,8.9700203,665706.94,1177571.3,34.689999,38.68,26.629999,.89999998,65.309998,-.89999998,46.928055,126.20431,.72894692,42.235249,-113.58388,13.978965,.56532198
1248,230400,鹤岗市,2009,3.9334106,4.8853889,9.7857494,3068,230000,Heilongjiang (province),5.0776262,3.9334791,9.984622,5.3541174,13,13,46,4,6,29,.9782449,.75250006,.89846051,8.9609909,670082.81,1185147.5,34.790001,38.450001,26.75,.1,65.199997,-.11,51.084396,160.39287,.75844026,5.1084399,-17.643215,13.985378,.56540036
1249,230400,鹤岗市,2010,3.9985876,4.9692731,9.8592682,3439,230000,Heilongjiang (province),5.1565709,4.0444059,10.038893,5.4408822,13,13,46,4,6,29,.97606009,.75267106,.89991349,8.9513655,709201.31,1177713.4,33.02,39.82,27.15,-1.77,66.970001,1.77,57.077267,173.56825,.75253254,-101.02676,307.21579,13.979085,.60218501
1250,230400,鹤岗市,2011,4.0610061,5.0471287,9.9271154,3810,230000,Heilongjiang (province),5.223423,4.1421065,10.090778,5.5154572,13,13,46,4,6,29,.97382689,.75253993,.90125626,8.9488325,707362.25,1183745.6,33.380001,39.650002,26.969999,.36000001,66.620003,-.34999999,62.935257,185.5683,.74674302,22.656693,-64.948906,13.984194,.59756273
1251,230400,鹤岗市,2012,4.1203151,5.1190996,9.9894733,4181,230000,Heilongjiang (province),5.2739286,4.229516,10.137393,5.5754385,13,13,46,4,6,29,.97158778,.75217837,.90248799,8.945529,636135.88,1068018.4,31.65,38.240002,30.110001,-1.73,68.349998,1.73,68.683983,195.18126,.73970056,-118.82329,337.66357,13.881315,.5956226
1252,230400,鹤岗市,2013,4.1763659,5.1857715,10.04693,4552,230000,Heilongjiang (province),5.2131252,4.2782054,10.061492,5.5443101,13,13,46,4,6,29,.96939331,.75167948,.9036141,8.9404125,639962.31,1073001.3,23.16,42.98,33.860001,-8.4899998,76.839996,8.4899998,72.110916,183.66716,.71807235,-612.22168,1559.3341,13.88597,.59642273
1253,230400,鹤岗市,2014,4.2292829,5.2481165,10.100449,4923,230000,Heilongjiang (province),5.2017312,4.2925768,10.057876,5.5402474,13,13,46,4,6,29,.96729785,.75114721,.90464461,8.9401312,640312.06,1077358.9,20.99,43.790001,35.220001,-2.1700001,79.010002,2.1700001,73.154732,181.58633,.71282709,-158.74577,394.04236,13.890023,.59433496
1254,230400,鹤岗市,2015,4.2794442,5.3071752,10.151023,5294,230000,Heilongjiang (province),5.1984377,4.3179302,10.048094,5.5452652,13,13,46,4,6,29,.965334,.75065899,.90559292,8.940794,644529.13,1086699,27.01,39.169998,33.82,6.02,72.989998,-6.02,75.033165,180.98926,.70692736,451.69965,-1089.5553,13.898655,.59310734
1255,230400,鹤岗市,2016,4.3273883,5.3638725,10.199546,5665,230000,Heilongjiang (province),5.2885571,4.3390856,10.123632,5.6156607,13,13,46,4,6,29,.96350676,.75025105,.90647656,8.9392748,650577.44,1091516.5,27.82,35.689999,36.5,.81,72.190002,-.80000001,76.637428,198.05743,.7210089,62.076317,-158.44595,13.903079,.59603077
1256,230400,鹤岗市,2017,4.3737473,5.4188614,10.246648,6036,230000,Heilongjiang (province),5.3853574,4.3082609,10.197536,5.678462,13,13,46,4,6,29,.96179235,.74991381,.90731186,8.9413328,683155.63,1096316.6,29.75,34.400002,35.849998,1.9299999,70.25,-1.9400001,74.311142,218.18806,.74594414,143.4205,-423.28485,13.907467,.62313718
1257,230400,鹤岗市,2018,4.4191852,5.4726067,10.292772,6407,230000,Heilongjiang (province),5.5108795,4.3419547,10.312098,5.7814417,13,13,46,4,6,29,.96015555,.74961746,.9081133,8.9451065,685330.56,1100694.3,31.690001,33.5,34.810001,1.9400001,68.309998,-1.9400001,76.857628,247.36859,.7629506,149.10381,-479.89508,13.911451,.62263483
1258,230400,鹤岗市,2019,4.4641995,5.5254893,10.338241,6778,230000,Heilongjiang (province),5.4893761,4.3887091,10.306085,5.776545,13,13,46,4,6,29,.95856005,.74932903,.90889114,8.9468327,687746.94,1104728.6,30.530001,27.190001,42.279999,-1.16,69.470001,1.16,80.536385,242.10611,.75038505,-93.422203,280.84308,13.915111,.62254828
1259,230400,鹤岗市,2020,4.5090971,5.5779853,10.383421,7149,230000,Heilongjiang (province),5.423471,4.4622526,10.26815,5.7473116,13,13,46,4,6,29,.95698768,.74904037,.90965384,8.9491377,690148.94,1108296.5,,,,,,,86.682549,226.66451,.72336566,,,13.918335,.62271148
1260,230500,双鸭山市,2001,3.9207151,4.3398581,9.0378542,107,230000,Heilongjiang (province),4.2321935,3.8974204,8.9444485,4.7718983,13,12,34,4,6,22,.9910472,.78906494,1.0300931,9.5212708,487439,1643126.6,7.4899998,48.009998,44.5,-27.209999,92.510002,27.110001,49.275173,68.868126,.58292031,-1340.7775,1867.0149,14.312112,.29665333
1261,230500,双鸭山市,2002,3.993211,4.4558811,9.1415596,478,230000,Heilongjiang (province),4.3810544,3.9660552,9.0700283,4.8880773,13,12,34,4,6,22,.98999041,.79165411,1.0293287,9.518672,467382,1651685.5,35.759998,30.76,33.48,28.27,64.239998,-28.27,52.775928,79.922256,.60228598,1491.9755,-2259.4023,14.317307,.28297275
1262,230500,双鸭山市,2003,4.0656486,4.5716352,9.2450314,849,230000,Heilongjiang (province),4.4631267,4.0174813,9.1251612,4.9580736,13,12,34,4,6,22,.9889484,.7941066,1.0285945,9.5202074,420318,1496893.8,37.369999,30.24,32.389999,1.61,62.630001,-1.61,55.560989,86.758347,.60960335,89.453194,-139.68094,14.218903,.28079349
1263,230500,双鸭山市,2004,4.1379018,4.6866641,9.3478575,1220,230000,Heilongjiang (province),4.589695,4.1308136,9.2628384,5.0794954,13,12,34,4,6,22,.98791015,.79640526,1.0278919,9.5149689,451494,1500927.1,38.07,31.33,30.6,.69999999,61.93,-.69999999,62.228531,98.464394,.6127488,43.559971,-68.925072,14.221594,.30081007
1264,230500,双鸭山市,2005,4.2097244,4.8002396,9.4493256,1591,230000,Heilongjiang (province),4.7689147,4.1943059,9.4206085,5.2154737,13,12,34,4,6,22,.98685598,.79851502,1.0272213,9.5111189,453187,1510496,9.1000004,53.360001,37.540001,-28.969999,90.900002,28.969999,66.307693,117.79134,.63982594,-1920.9338,3412.415,14.227948,.30002528
1265,230500,双鸭山市,2006,4.2808514,4.9113927,9.5485115,1962,230000,Heilongjiang (province),4.8686376,4.2414746,9.505578,5.2965846,13,12,34,4,6,22,.98575664,.80038106,1.0265797,9.5101004,481266,1519447.4,38.099998,33.279999,28.620001,29,61.900002,-29,69.510277,130.14348,.65184587,2015.798,-3774.1609,14.233857,.31673753
1266,230500,双鸭山市,2007,4.3509808,5.0190744,9.6444178,2333,230000,Heilongjiang (province),5.0178781,4.3412046,9.6408529,5.4288645,13,12,34,4,6,22,.98458445,.80195189,1.0259668,9.5166798,500458,1528275.8,44.68,29.4,25.91,6.5799999,55.310001,-6.5900002,76.800003,151.09036,.66299582,505.34402,-995.68549,14.239651,.32746577
1267,230500,双鸭山市,2008,4.4197106,5.1221304,9.7359428,2704,230000,Heilongjiang (province),5.1452513,4.4132724,9.7587633,5.5379391,13,12,34,4,6,22,.9833014,.80316281,1.02538,9.5187635,507074,1537876.3,46.169998,26.25,27.58,1.49,53.830002,-1.48,82.539124,171.61461,.67523938,122.98329,-253.98962,14.245913,.32972354
1268,230500,双鸭山市,2009,4.4866157,5.2194018,9.8219719,3075,230000,Heilongjiang (province),5.4243536,4.4862676,10.033177,5.7546468,13,12,34,4,6,22,.98186588,.80394834,1.0248224,9.5061331,510324,1547822,45.889999,24.379999,29.73,-.28,54.110001,.28,88.789429,226.86465,.71871287,-24.86104,63.522102,14.252359,.32970458
1269,230500,双鸭山市,2010,4.5512538,5.3097887,9.9014511,3446,230000,Heilongjiang (province),5.5141292,4.5931129,10.098303,5.8492537,13,12,34,4,6,22,.98023611,.80424726,1.0242953,9.5003214,543453,1538611.6,44.529999,25.02,30.450001,-1.36,55.470001,1.36,98.801514,248.17377,.71524912,-134.37006,337.51633,14.246391,.35321
1270,230500,双鸭山市,2011,4.613183,5.3927031,9.9738512,3817,230000,Heilongjiang (province),5.6018314,4.6886258,10.171021,5.9391861,13,12,34,4,6,22,.97841156,.80406594,1.0238005,9.4960213,542106,1546386,6.02,46.959999,47.02,-38.509998,93.980003,38.509998,108.7037,270.92212,.71365565,-4186.1792,10433.21,14.251431,.3505632
1271,230500,双鸭山市,2012,4.6720643,5.4680676,10.039139,4188,230000,Heilongjiang (province),5.6710181,4.7726784,10.23455,6.0126524,13,12,34,4,6,22,.97641832,.80345422,1.0233396,9.4845867,526379,1482990.8,6.25,43.540001,50.209999,.23,93.75,-.23,118.2355,290.32999,.71060818,27.194164,-66.775902,14.209572,.35494423
1272,230500,双鸭山市,2013,4.7277493,5.5363283,10.09777,4559,230000,Heilongjiang (province),5.5752578,4.8340726,10.124624,5.9649653,13,12,34,4,6,22,.97429866,.8024928,1.0229135,9.4676895,540953,1490020.3,4.02,48.580002,47.400002,-2.23,95.980003,2.23,125.72193,263.81757,.67725497,-280.35992,588.31317,14.2143,.36305076
1273,230500,双鸭山市,2014,4.7803392,5.5984387,10.150691,4930,230000,Heilongjiang (province),5.6176586,4.8433251,10.16953,5.9967871,13,12,34,4,6,22,.97210944,.80128777,1.0225158,9.4666872,554618,1497084.3,4.3499999,37.959999,57.689999,.33000001,95.650002,-.33000001,126.89058,275.24417,.68445754,41.873894,-90.830582,14.21903,.37046546
1274,230500,双鸭山市,2015,4.8302026,5.6554484,10.198915,5301,230000,Heilongjiang (province),5.6101522,4.8683314,10.15374,5.9996548,13,12,34,4,6,22,.96988845,.79991955,1.0221415,9.4702473,561171.56,1509926.4,4.3499999,40.810001,54.830002,0,95.639999,-.0099999998,130.10365,273.18582,.67739385,0,-2.7318583,14.227571,.37165493
1275,230500,双鸭山市,2016,4.8778648,5.708456,10.243503,5672,230000,Heilongjiang (province),5.6809535,4.8933983,10.214808,6.0559292,13,12,34,4,6,22,.96765912,.79844832,1.0217873,9.4757605,564081.94,1516624,4.4200001,37.049999,58.529999,.07,95.580002,-.059999999,133.40616,293.22888,.68730617,9.3384314,-17.593733,14.231997,.37193263
1276,230500,双鸭山市,2017,4.9239464,5.7584476,10.285401,6043,230000,Heilongjiang (province),5.7301068,4.8599472,10.244263,6.079978,13,12,34,4,6,22,.9654299,.79690903,1.0214479,9.4884682,565357.75,1510440.5,4.5799999,29.790001,65.629997,.16,95.419998,-.16,129.0174,308.00217,.70477891,20.642782,-49.280346,14.227912,.37429991
1277,230500,双鸭山市,2018,4.9691067,5.8063388,10.325486,6414,230000,Heilongjiang (province),5.7692099,4.8889823,10.27302,6.1161194,13,12,34,4,6,22,.96320724,.79533088,1.0211185,9.5217075,569429.56,1516366.3,40.52,17.129999,42.349998,35.939999,59.48,-35.939999,132.81833,320.28458,.70686942,4773.4907,-11511.027,14.231828,.37552243
1278,230500,双鸭山市,2019,5.0138459,5.8529758,10.364531,6785,230000,Heilongjiang (province),5.7525043,4.9430318,10.267578,6.1206779,13,12,34,4,6,22,.96099764,.79374051,1.0207967,9.5405617,571943.38,1521692,21,25.299999,53.700001,-19.52,79,19.52,140.19464,314.97849,.69199711,-2736.5994,6148.3804,14.235333,.37586015
1279,230500,双鸭山市,2020,5.0584626,5.8991108,10.403175,7156,230000,Heilongjiang (province),5.6984553,5.0095768,10.24349,6.1053452,13,12,34,4,6,22,.95880836,.79216272,1.0204815,9.5134077,574205.38,1526500.3,,,,,,,149.84131,298.4061,.66571742,,,14.238488,.37615806
1280,230600,大庆市,2001,3.8974543,6.7175598,10.428813,98,230000,Heilongjiang (province),6.6662054,3.8565359,10.383265,6.7246866,2,4,32,1,2,21,1.143573,1.2213743,1.0239818,9.8918133,697985.81,2712091.8,3.1400001,54.59,42.27,.14,96.860001,-.23999999,47.301212,785.40961,.94319612,6.62217,-188.49831,14.813231,.2573607
1281,230600,大庆市,2002,3.9721744,6.8328099,10.533084,469,230000,Heilongjiang (province),6.7583041,3.9487894,10.468791,6.8167939,2,4,32,1,2,21,1.1406864,1.2139512,1.0239061,9.8925686,731704,2724904,2.9200001,55.689999,41.389999,-.22,97.080002,.22,51.872528,861.18048,.94318783,-11.411956,189.4597,14.817944,.26852468
1282,230600,大庆市,2003,4.046792,6.9479313,10.637241,840,230000,Heilongjiang (province),6.8352232,4.0061522,10.514194,6.892612,2,4,32,1,2,21,1.1378742,1.2068763,1.0238239,9.8919373,886807.56,2720039.5,2.8699999,57.849998,39.279999,-.050000001,97.129997,.050000001,54.935081,930.03589,.94422668,-2.7467542,46.501797,14.816157,.32602745
